,complex,feature1,feature2,ans
712,2.9339157403884015+1.6043811362059144j,2.93391574,1.604381136,-0.000276947
713,1.203586848749903+2.7503177755611192j,1.203586849,2.750317776,0.000367875
714,2.7079808820948177+2.745341661697986j,2.707980882,2.745341662,6.54E-06
715,2.0334479207106773+1.1334726935405541j,2.033447921,1.133472694,-0.000323092
716,0.2894050429166367+2.219205323844697j,0.289405043,2.219205324,0.000688495
717,0.11908634161197396+1.927464937256114j,0.119086342,1.927464937,0.00092135
718,0.25146550604685813+0.8624906042835271j,0.251465506,0.862490604,0.001516622
719,1.1089962348830456+0.3803105733549793j,1.108996235,0.380310573,-0.001179164
720,2.2720816730527407+0.5253442792980553j,2.272081673,0.525344279,-0.000554452
721,2.2990421737756+1.8349955605088728j,2.299042174,1.834995561,-0.000118955
722,0.640178064648453+0.30939310455876223j,0.640178065,0.309393105,-0.00106702
723,2.4808956716675192+2.688481397032058j,2.480895672,2.688481397,3.90E-05
724,1.9543627511984754+2.9564335955025003j,1.954362751,2.956433596,0.00019484
725,1.6435138198141572+2.490400659950198j,1.64351382,2.49040066,0.000210278
726,1.3485362761054565+1.1103139471236503j,1.348536276,1.110313947,-0.000157313
727,1.9585574305062268+2.842251244634915j,1.958557431,2.842251245,0.000178567
728,0.15741061720031058+2.409857719253278j,0.157410617,2.409857719,0.000746261
729,0.46500197461828996+0.9596156444294648j,0.465001975,0.959615644,0.001254803
730,2.055502081350131+0.7078049547551581j,2.055502081,0.707804955,-0.000499868
731,0.16776764621675266+1.401804556856769j,0.167767646,1.401804557,0.001156864
732,1.224793354010722+2.4175267736806543j,1.224793354,2.417526774,0.000333796
733,0.3581061331843396+2.561817667608562j,0.358106133,2.561817668,0.000583923
734,2.7947173473401685+1.058042120498584j,2.794717347,1.05804212,-0.000410269
735,0.9824382542206199+0.5037950856808405j,0.982438254,0.503795086,-0.001132424
736,2.5780067678914658+1.7957142854423271j,2.578006768,1.795714285,-0.000180744
737,0.5498032970750134+2.2278232257576134j,0.549803297,2.227823226,0.000548902
738,1.2866719507112316+2.2254071378409273j,1.286671951,2.225407138,0.000288893
739,0.8260853793446076+1.4911513424801957j,0.826085379,1.491151342,0.000419531
740,1.4872555883118932+1.484034576936398j,1.487255588,1.484034577,-1.46E-06
741,1.0965062332134652+2.1024047456558086j,1.096506233,2.102404746,0.000347294
742,0.7548013526360033+1.4393221438243142j,0.754801353,1.439322144,0.000466675
743,1.9263581586212415+2.7959045805357037j,1.926358159,2.795904581,0.000179797
744,1.6903130552152694+2.9817132725080606j,1.690313055,2.981713273,0.00026062
745,2.2559240253915407+2.5016300266669824j,2.255924025,2.501630027,5.18E-05
746,2.1307975548275397+1.5803710328925802j,2.130797555,1.580371033,-0.000164828
747,2.294339524646445+0.18463883123384506j,2.294339525,0.184638831,-0.000753899
748,2.2334705959267835+2.005216371687852j,2.233470596,2.005216372,-5.70E-05
749,1.8372917361912995+0.805609872834265j,1.837291736,0.805609873,-0.000454847
750,0.16951712761813642+2.755707437282811j,0.169517128,2.755707437,0.000670853
751,1.2099898392747168+0.08662897339613973j,1.209989839,0.086628973,-0.001354298
752,2.631326106445842+1.6731778944183522j,2.631326106,1.673177894,-0.00022255
753,2.1171694368917575+0.6383371351998764j,2.117169437,0.638337135,-0.000523884
754,1.8376827178515662+1.7754239044547804j,1.837682718,1.775423904,-2.00E-05
755,1.7801508180729666+0.4978450990487896j,1.780150818,0.497845099,-0.000586606
756,0.07923787097710988+0.9906961332333859j,0.079237871,0.990696133,0.001490594
757,1.2449760293861496+2.4343228655550093j,1.244976029,2.434322866,0.000328804
758,1.446820497545294+2.4491728727605198j,1.446820498,2.449172873,0.00026487
759,0.6339684477916647+0.38698993215212696j,0.633968448,0.386989932,-0.000978702
760,1.7543770212916965+1.8052774745835756j,1.754377021,1.805277475,1.68E-05
761,0.5703306150986487+2.655258277139841j,0.570330615,2.655258277,0.000533877
762,1.9935987128832524+1.876673944229506j,1.993598713,1.876673944,-3.36E-05
763,0.47288200635739+0.8027221619461931j,0.472882006,0.802722162,0.001502316
764,2.0594927802812544+0.5186155952812666j,2.05949278,0.518615595,-0.000564355
765,1.5723521623715113+1.1140751551011374j,1.572352162,1.114075155,-0.000239755
766,0.9035176946428014+0.9442473105618358j,0.903517695,0.944247311,6.62E-05
767,1.671921909969853+2.3296453695261468j,1.67192191,2.32964537,0.000174254
768,1.0087314420831577+2.8476586000075668j,1.008731442,2.8476586,0.000425419
769,2.7083756134355+1.827507475000775j,2.708375613,1.827507475,-0.000192071
770,1.6085589300265157+2.3545220530675715j,1.60855893,2.354522053,0.000198663
771,0.116894184619449+0.013245668008170619j,0.116894185,0.013245668,-0.000147977
772,2.2482993349226934+0.5460602325104461j,2.248299335,0.546060233,-0.000549365
773,0.38654185755881876+2.293100453162576j,0.386541858,2.293100453,0.000591136
774,1.6516997207070663+0.010543613217765091j,1.651699721,0.010543613,-0.001131718
775,0.9291102314641612+0.1467560606690288j,0.929110231,0.146756061,-0.001505117
776,2.20044486600318+0.6200224441139427j,2.200444866,0.620022444,-0.000528374
777,2.4658289650510405+1.7405316841015372j,2.465828965,1.740531684,-0.000177821
778,0.6165237506923749+2.7776852409130655j,0.616523751,2.777685241,0.000521458
779,1.9960404206064277+1.202250610935881j,1.996040421,1.202250611,-0.000287538
780,1.7419169855328756+2.367481173358645j,1.741916986,2.367481173,0.000159911
781,0.9253752723199444+2.8021171453385882j,0.925375272,2.802117145,0.000445576
782,1.8686581129372826+0.32010003452459657j,1.868658113,0.320100035,-0.000758686
783,2.055297044624079+1.4497547149271692j,2.055297045,1.449754715,-0.000196766
784,1.3581811205364462+2.254565079487806j,1.358181121,2.254565079,0.000267036
785,1.1109024515300212+2.370008191286859j,1.110902452,2.370008191,0.000367985
786,1.1610564024443573+2.510845514868626j,1.161056402,2.510845515,0.000362931
787,1.6564268587859683+2.4421053222073854j,1.656426859,2.442105322,0.000198678
788,0.6980047444218241+0.6135326764261856j,0.698004744,0.613532676,-0.001171493
789,0.9558438805886773+1.0066322789671105j,0.955843881,1.006632279,6.53E-05
790,0.10933795418606629+0.3096020453810904j,0.109337954,0.309602045,0.00036284
791,1.6154360721792522+2.133006232830298j,1.615436072,2.133006233,0.000153113
792,1.3657611616964156+1.1796123624144332j,1.365761162,1.179612362,-0.000114888
793,2.895129761849355+2.961903319577754j,2.895129762,2.96190332,1.06E-05
794,0.8966124205400133+0.9592412650596026j,0.896612421,0.959241265,9.94E-05
795,0.9800675685140152+1.3579709620735942j,0.980067569,1.357970962,0.000267889
796,0.4204950493456838+0.11228213385993357j,0.420495049,0.112282134,-0.000607148
797,0.14993332624566524+0.14909870702537387j,0.149933326,0.149098707,-1.38E-06
798,0.78882020001177+1.1419847837668522j,0.7888202,1.141984784,0.000399428
799,0.03304111365546314+2.6183332926270024j,0.033041114,2.618333293,0.000781787
800,2.434770552108551+0.8309733864884532j,2.434770552,0.830973386,-0.000463062
801,2.989226882747506+0.6943546308466763j,2.989226883,0.694354631,-0.000502861
802,1.14807755946497+0.3201260813283191j,1.148077559,0.320126081,-0.001214947
803,1.0570081670945424+2.292809054623737j,1.057008167,2.292809055,0.000380612
804,2.5445573173270324+1.4188097123149337j,2.544557317,1.418809712,-0.000285719
805,1.9941440940877304+2.344309344938937j,1.994144094,2.344309345,8.41E-05
806,2.4507427247057536+2.181384084378947j,2.450742725,2.181384084,-5.90E-05
807,2.0227547836317497+1.4879801420305359j,2.022754784,1.487980142,-0.000174824
808,0.9532453668283493+0.7435349429427743j,0.953245367,0.743534943,-0.000422071
809,2.948954188039645+2.869208344672481j,2.948954188,2.869208345,-1.28E-05
810,1.1491624792115607+1.1855080733933772j,1.149162479,1.185508073,2.79E-05
811,1.628992567613391+2.944078186124277j,1.628992568,2.944078186,0.00027182
812,0.8117580027833116+1.280934381392607j,0.811758003,1.280934381,0.000402455
813,2.2757064361894095+1.5727553798115912j,2.275706436,1.57275538,-0.00019623
814,1.0949510896430583+0.4390724795272869j,1.09495109,0.43907248,-0.001099616
815,2.2628452040711515+0.22192249200069147j,2.262845204,0.221922492,-0.000732919
816,0.6379861303104911+0.8990916623226264j,0.63798613,0.899091662,0.00078996
817,0.39100723986829145+2.663730208015858j,0.39100724,2.663730208,0.000573425
818,0.390354963123304+0.47440452541849j,0.390354963,0.474404525,0.00027825
819,0.616878669443385+0.21768691600857804j,0.616878669,0.217686916,-0.001043389
820,0.9285826079277496+2.1335891070554642j,0.928582608,2.133589107,0.000417483
821,1.1873239241338243+2.1775325437769455j,1.187323924,2.177532544,0.000320161
822,0.9707080468626053+2.747860128593728j,0.970708047,2.747860129,0.000431909
823,0.319705862707757+0.7566842079439681j,0.319705863,0.756684208,0.00145533
824,0.8140275400938813+1.0494224083887285j,0.81402754,1.049422408,0.000328584
825,1.5135939896646051+2.116810745228811j,1.51359399,2.116810745,0.000185762
826,2.8830610026457486+2.7335390662345067j,2.883061003,2.733539066,-2.51E-05
827,0.03457892197595469+2.3609795818303616j,0.034578922,2.360979582,0.000842892
828,1.5385845548602313+0.161330267139433j,1.538584555,0.161330267,-0.001073911
829,0.2820708814936601+1.4662633043286595j,0.282070881,1.466263304,0.000994526
830,0.43724378992825097+0.30407840528190144j,0.43724379,0.304078405,-0.000357175
831,1.747876175893898+2.324833220261386j,1.747876176,2.32483322,0.000150005
832,1.2318496858735513+0.7955036535689883j,1.231849686,0.795503654,-0.000410299
833,2.399195929030161+2.872612769895486j,2.399195929,2.87261277,8.61E-05
834,0.2888385043156011+1.7007450592379612j,0.288838504,1.700745059,0.000858403
835,2.3832305671357297+2.6310913525193813j,2.383230567,2.631091353,4.86E-05
836,2.2536892626218017+2.111410055762035j,2.253689263,2.111410056,-3.41E-05
837,2.50856845801378+2.5751602186362774j,2.508568458,2.575160219,1.28E-05
838,1.9994069507669403+1.2339338068141967j,1.999406951,1.233933807,-0.000274341
839,1.0566935735080583+0.6885410164996025j,1.056693574,0.688541016,-0.0005263
840,1.169838299592035+2.6165087703878407j,1.1698383,2.61650877,0.000368249
841,2.873613339364807+1.1001076106590197j,2.873613339,1.100107611,-0.000402801
842,0.358448934237357+0.3543335714225935j,0.358448934,0.354333571,-1.08E-05
843,0.21931413299642433+1.23279088273001j,0.219314133,1.232790883,0.001240264
844,1.2917169534840496+2.7796820012144936j,1.291716953,2.779682001,0.000345552
845,2.5612493522319193+0.8174843983347225j,2.561249352,0.817484398,-0.000469496
846,1.1350644686551066+0.7052846853247466j,1.135064469,0.705284685,-0.000502525
847,1.5410241870392916+1.7126632025343127j,1.541024187,1.712663203,6.57E-05
848,1.4762027247624903+1.3071862389069877j,1.476202725,1.307186239,-8.67E-05
849,0.6536445911712374+0.2907937885354962j,0.653644591,0.290793789,-0.001124596
850,2.0902792558837424+1.0187039425097564j,2.090279256,1.018703943,-0.000378001
851,1.7253850334005814+1.5753425471429376j,1.725385033,1.575342547,-5.61E-05
852,0.16536286186124183+0.648255576807063j,0.165362862,0.648255577,0.001152597
853,2.157985973806645+0.4682513155282171j,2.157985974,0.468251316,-0.00057469
854,1.5189659327479719+2.113715911597863j,1.518965933,2.113715912,0.000183156
855,0.21726476105722559+2.0453335877335097j,0.217264761,2.045333588,0.000797263
856,2.7873054041463607+2.75163045317804j,2.787305404,2.751630453,-6.12E-06
857,1.8367979397065728+0.15971004508853304j,1.83679794,0.159710045,-0.00092403
858,0.41799523341832656+2.7917008037078164j,0.417995233,2.791700804,0.000564025
859,1.8778552653126839+2.173974926419769j,1.877855265,2.173974926,7.89E-05
860,1.56433039681349+2.96975670516973j,1.564330397,2.969756705,0.00029048
861,2.722607188217027+2.898823174042297j,2.722607188,2.898823174,2.96E-05
862,1.5204738268069062+2.369855336706511j,1.520473827,2.369855337,0.000229492
863,2.1058494357636843+0.7536302869089064j,2.105849436,0.753630287,-0.000483225
864,1.1393324220237395+1.6323504115909258j,1.139332422,1.632350412,0.000241494
865,0.6163958694481275+0.20791684261952248j,0.616395869,0.207916843,-0.001047244
866,2.1956116036034965+2.2993285508608863j,2.195611604,2.299328551,2.38E-05
867,2.0925067400771824+0.17636769994028j,2.09250674,0.1763677,-0.000816707
868,2.472141564162096+0.5762618752392418j,2.472141564,0.576261875,-0.000535692
869,2.788004111433107+0.97055831886073j,2.788004111,0.970558319,-0.000433319
870,1.3651284624329652+2.7952757002194897j,1.365128462,2.7952757,0.000326672
871,2.9076446141938765+0.6506612869818701j,2.907644614,0.650661287,-0.000512735
872,0.6638688570721799+1.8869367153947498j,0.663868857,1.886936715,0.000518121
873,0.7294619959822395+0.7377043321353315j,0.729461996,0.737704332,0.000110144
874,1.178935053630589+2.7011582221791763j,1.178935054,2.701158222,0.00037151
875,2.550752564056895+2.03902825315361j,2.550752564,2.039028253,-0.000112519
876,2.5470005828480264+0.5029784436795909j,2.547000583,0.502978444,-0.000552176
877,1.2841604654882854+0.24566808214389046j,1.284160465,0.245668082,-0.00117113
878,2.6292196193592594+1.840618652411218j,2.629219619,1.840618652,-0.000176739
879,2.071623211115109+1.036758542194005j,2.071623211,1.036758542,-0.00036871
880,2.3280468275183006+0.4035676098245594j,2.328046828,0.40356761,-0.000583585
881,1.1911271439279874+1.2334894040496605j,1.191127144,1.233489404,2.96E-05
882,2.9276660736877176+1.0377815233073684j,2.927666074,1.037781523,-0.000420974
883,0.8923848410841028+1.2034313330603317j,0.892384841,1.203431333,0.000293807
884,2.9973806969176193+1.1480860554104497j,2.997380697,1.148086055,-0.000396514
885,1.5976882415124996+0.5230950522009832j,1.597688242,0.523095052,-0.000597151
886,0.33459012162894364+0.05550149953114114j,0.334590122,0.0555015,-0.00048361
887,1.3850310685320673+2.638198357672046j,1.385031069,2.638198358,0.000306219
888,0.18892549280229265+1.5696322225707364j,0.188925493,1.569632223,0.001029623
889,1.3221519340591954+2.689555645004604j,1.322151934,2.689555645,0.000329458
890,2.6770040540118663+2.7312835397657715j,2.677004054,2.73128354,9.61E-06
891,1.302564174715762+1.8899060492029776j,1.302564175,1.889906049,0.000221845
892,2.532789158507134+0.39008682992116583j,2.532789159,0.39008683,-0.000578258
893,2.9804672573007234+0.7277995719089515j,2.980467257,0.727799572,-0.000495504
894,0.3649548156333362+0.4619502390975312j,0.364954816,0.461950239,0.000299826
895,1.9456546093992997+2.348890241760146j,1.945654609,2.348890242,9.81E-05
896,1.9221625188226676+0.35094296489248444j,1.922162519,0.350942965,-0.000709734
897,1.4817154712113636+0.6560165187823304j,1.481715471,0.656016519,-0.000532042
898,0.7688353689168779+1.9336650550403718j,0.768835369,1.933665055,0.000474376
899,2.7816430855292507+0.3900217791751617j,2.781643086,0.390021779,-0.000569884
900,0.016570327462284595+0.045893633971640146j,0.016570327,0.045893634,3.99E-05
901,2.2277456678555714+2.015029373459952j,2.227745668,2.015029373,-5.30E-05
902,1.092296910426572+0.6238048018938265j,1.09229691,0.623804802,-0.000609921
903,2.776281408794371+1.9403542610713966j,2.776281409,1.940354261,-0.000173548
904,1.458100811130917+1.2752899736161463j,1.458100811,1.275289974,-9.71E-05
905,1.9261067852091904+1.432264620804373j,1.926106785,1.432264621,-0.000174144
906,0.864031865035876+1.2647166437105304j,0.864031865,1.264716644,0.000346106
907,0.785883336941057+2.974047210313763j,0.785883337,2.97404721,0.000482409
908,1.7511816828616156+0.4913200206411734j,1.751181683,0.491320021,-0.000597253
909,1.799589413983135+2.834418982869525j,1.799589414,2.834418983,0.000216403
910,1.0708564780518603+0.7851305328213457j,1.070856478,0.785130533,-0.000384437
911,2.2520984191746702+1.7274257176395549j,2.252098419,1.727425718,-0.000141725
912,0.147667344713742+1.8619823684538936j,0.147667345,1.861982368,0.000923893
913,0.11955275516271213+0.21150167846747903j,0.119552755,0.211501678,0.000155581
914,2.064868989531276+2.3792177838516104j,2.06486899,2.379217784,7.30E-05
915,1.2392425964329008+0.2096195297291078j,1.239242596,0.20961953,-0.001243597
916,0.9009424992746535+1.9027042205032276j,0.900942499,1.902704221,0.000413673
917,2.4454040560849073+2.6662960228937473j,2.445404056,2.666296023,4.22E-05
918,0.866120880294435+1.9720638488652902j,0.86612088,1.972063849,0.000433863
919,2.114066186208682+2.8736253762791604j,2.114066186,2.873625376,0.000147041
920,1.9100044002642527+1.413836437407963j,1.9100044,1.413836437,-0.000177879
921,0.5171088438087167+2.717016361753112j,0.517108844,2.717016362,0.00054492
922,0.14969955383451627+2.806712109608007j,0.149699554,2.80671211,0.00067479
923,2.252929999709647+2.230579824032024j,2.25293,2.230579824,-5.15E-06
924,0.6648898587853893+2.670175334986779j,0.664889859,2.670175335,0.000510722
925,0.3534131276667011+2.649705889979135j,0.353413128,2.64970589,0.000581558
926,1.8261714926306196+2.5591542138491405j,1.826171493,2.559154214,0.000169404
927,1.8154453839902518+2.0166565896132056j,1.815445384,2.01665659,5.87E-05
928,0.3873785393740753+0.16808658768719575j,0.387378539,0.168086588,-0.000455136
929,0.13747219270118227+1.3172769399518152j,0.137472193,1.31727694,0.00124296
930,2.372105011543667+2.6115855521512645j,2.372105012,2.611585552,4.73E-05
931,0.553164444121769+1.5388750636576352j,0.553164444,1.538875064,0.000582834
932,1.8415252470319674+2.1422798138148638j,1.841525247,2.142279814,8.22E-05
933,0.3718521369560964+2.2382759702722668j,0.371852137,2.23827597,0.000613797
934,0.34741990421360636+1.6407184564306627j,0.347419904,1.640718456,0.000819126
935,0.7745046103435865+0.1971548575920612j,0.77450461,0.197154858,-0.001459752
936,0.9104662228236501+0.027631547893278707j,0.910466223,0.027631548,-0.001523075
937,1.18254928787281+1.7222593135040714j,1.182549288,1.722259314,0.000240831
938,2.571888959293739+0.18153926510127505j,2.571888959,0.181539265,-0.000695597
939,2.8638822749900985+0.14168795291670078j,2.863882275,0.141687953,-0.000670523
940,1.0563392637101185+0.41678087965689226j,1.056339264,0.41678088,-0.001189677
941,2.219961769845904+0.011967711000133163j,2.21996177,0.011967711,-0.000898852
942,1.5672715510974615+1.415323470206371j,1.567271551,1.41532347,-6.82E-05
943,2.2959116469382312+0.49534239614448683j,2.295911647,0.495342396,-0.000561779
944,1.5821618133726303+1.914743659221248j,1.582161813,1.914743659,0.00011154
945,2.9678102826649946+0.050245091512132634j,2.967810283,0.050245092,-0.000706564
946,1.3893584310154505+1.9162782005547685j,1.389358431,1.916278201,0.000189826
947,1.9465114233725624+2.454820975027705j,1.946511423,2.454820975,0.000118648
948,1.4616783917391236+1.386132878185439j,1.461678392,1.386132878,-3.72E-05
949,2.0695668359438555+2.253881348396355j,2.069566836,2.253881348,4.47E-05
950,0.6726542469661383+0.8643838502939939j,0.672654247,0.86438385,0.000613138
951,2.6237545057576512+0.5330084085081607j,2.623754506,0.533008409,-0.000543269
952,2.109983916169666+2.714240882550186j,2.109983916,2.714240883,0.000123402
953,1.2379221516424759+2.796024495257855j,1.237922152,2.796024495,0.000361527
954,0.29578875996718124+0.35621300277962675j,0.29578876,0.356213003,0.000145386
955,1.6070877670979287+1.1364334187671883j,1.607087767,1.136433419,-0.000236111
956,2.546054312313596+0.6430929277167321j,2.546054312,0.643092928,-0.000517185
957,1.7079868496877413+2.7944593727930616j,1.70798685,2.794459373,0.000234715
958,0.2951372465862757+1.8292040765606388j,0.295137247,1.829204077,0.000798523
959,1.9483512748442515+1.5476146905528863j,1.948351275,1.547614691,-0.000133706
960,2.3333613770777712+2.5936187969588618j,2.333361377,2.593618797,5.23E-05
961,0.03299864856884904+1.898389730020851j,0.032998649,1.89838973,0.000999811
962,2.643168373132838+0.9722347736365777j,2.643168373,0.972234774,-0.000427623
963,0.5656335091433061+1.243890599788711j,0.565633509,1.2438906,0.000672153
964,0.17721765139943324+1.7377698444208258j,0.177217651,1.737769844,0.000952626
965,2.952514266375675+1.3274401587345668j,2.952514266,1.327440159,-0.000348863
966,2.6606420552443746+2.46166764233187j,2.660642055,2.461667642,-3.79E-05
967,1.1572946666622594+1.8511655692505125j,1.157294667,1.851165569,0.00028229
968,0.49256203269036913+0.1196952718677764j,0.492562033,0.119695272,-0.000775517
969,1.0186498533682333+0.9676983503655233j,1.018649853,0.96769835,-6.28E-05
970,1.132518614317509+1.1036229205503365j,1.132518614,1.103622921,-2.49E-05
971,2.3392371566636383+2.225349727027665j,2.339237157,2.225349727,-2.56E-05
972,0.09601523541895318+0.4582240189300867j,0.096015235,0.458224019,0.000713987
973,2.013149862091721+0.28927095257700886j,2.013149862,0.289270953,-0.000742726
974,0.5612985698974078+1.9469172456747443j,0.56129857,1.946917246,0.000555112
975,2.5901721531396915+2.354949338617781j,2.590172153,2.354949339,-4.70E-05
976,1.908864306423249+0.4233665628317964j,1.908864306,0.423366563,-0.000636543
977,1.8088422698575979+0.8540406524047557j,1.80884227,0.854040652,-0.000429663
978,1.9224144862914445+0.7763098293938193j,1.922414486,0.776309829,-0.000470906
979,0.7625668401873585+2.745787507040153j,0.76256684,2.745787507,0.000486302
980,1.2210635542051527+1.8723741173831292j,1.221063554,1.872374117,0.000255792
981,2.7614021412563923+2.7712465064743004j,2.761402141,2.771246506,1.69E-06
982,2.315188487459596+1.293901918314711j,2.315188487,1.293901918,-0.000298385
983,1.63989468654005+0.6341463276214165j,1.639894687,0.634146328,-0.000537648
984,0.48405090669059325+1.8458026769763478j,0.484050907,1.845802677,0.000586928
985,0.7616351609583689+2.3326458115793027j,0.761635161,2.332645812,0.000483061
986,2.936257288267876+1.1221835410769838j,2.936257288,1.122183541,-0.000400093
987,0.9165781482028938+1.1010068184853776j,0.916578148,1.101006818,0.000206912
988,0.2518227929219571+1.0049439026194784j,0.251822793,1.004943903,0.00141962
989,2.8601842396591284+1.3877599357418942j,2.86018424,1.387759936,-0.000326093
990,2.4907900021383584+0.6018660616478947j,2.490790002,0.601866062,-0.000528677
991,1.6378393503209367+2.680440851975721j,1.63783935,2.680440852,0.00023898
992,0.45058335594567755+0.460002314316584j,0.450583356,0.460002314,3.44E-05
993,2.195588428819849+0.11077198912593489j,2.195588429,0.110771989,-0.000836284
994,0.6366902134009936+1.757726246207179j,0.636690213,1.757726246,0.000532479
995,0.2597622815487487+2.185328365303419j,0.259762282,2.185328365,0.000721546
996,2.7845088474449438+1.335245142123246j,2.784508847,1.335245142,-0.000333953
997,1.1394307769644274+1.9549492541767752j,1.139430777,1.954949254,0.000308868
998,2.0201344946772197+2.3611369101319024j,2.020134495,2.36113691,8.08E-05
999,0.7599797456986478+0.16956383951981313j,0.759979746,0.16956384,-0.001421617
